date,station,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,dayofmonth,month,year,humidity,date_station
2007-05-10,1,73.4,50.7,62.05,45.2,53.5,4.1,1.4,0.013000000000000001,29.323,30.048000000000002,7.88,11.9,9.89,5.5,5.0,2007.0,0.5524407836836537,2007-05-10_1
2007-05-11,1,72.1,50.8,61.45,44.3,53.0,4.5,1.2,0.013000000000000001,29.345999999999997,30.07,8.84,9.5,10.26,6.5,5.0,2007.0,0.5454719335882547,2007-05-11_1
2007-05-12,1,72.6,51.2,61.9,43.7,52.9,4.1,1.2,0.013000000000000001,29.357,30.081,8.78,9.4,10.21,7.5,5.0,2007.0,0.5215885394767839,2007-05-12_1
2007-05-13,1,72.9,50.9,61.9,43.0,52.7,4.1,1.2,0.013000000000000001,29.366999999999997,30.093,8.27,10.1,9.83,8.5,5.0,2007.0,0.5083400209605575,2007-05-13_1
2007-05-14,1,75.3,51.6,63.45,43.6,53.6,3.4,2.0,0.013000000000000001,29.358999999999998,30.085,8.92,11.4,10.48,9.5,5.0,2007.0,0.4939159657316021,2007-05-14_1
2007-05-15,1,76.7,52.0,64.35,45.4,54.8,2.9,2.4,0.051000000000000004,29.332,30.058999999999997,8.559999999999999,13.4,10.510000000000002,10.5,5.0,2007.0,0.513521807493808,2007-05-15_1
2007-05-16,1,76.5,51.5,64.0,46.7,55.0,3.3,2.4,0.065,29.308000000000003,30.032999999999998,7.9,15.9,10.23,11.5,5.0,2007.0,0.5437071903906664,2007-05-16_1
2007-05-17,1,74.4,51.1,62.75,45.8,53.9,4.5,2.4,0.065,29.325,30.048000000000002,8.09,14.4,10.31,12.5,5.0,2007.0,0.5477018453606958,2007-05-17_1
2007-05-18,1,73.3,49.9,61.6,43.0,52.3,5.3,2.1,0.065,29.349,30.07,8.36,15.8,10.48,13.5,5.0,2007.0,0.513545582089274,2007-05-18_1
2007-05-19,1,73.6,49.4,61.5,41.0,51.3,5.3,2.0,0.052000000000000005,29.362000000000002,30.083999999999996,9.080000000000002,17.3,11.0,14.5,5.0,2007.0,0.47762600857593807,2007-05-19_1
2007-05-20,1,72.1,48.1,60.1,39.8,49.7,6.2,1.5,0.05900000000000001,29.379999999999995,30.102999999999998,10.05,16.0,11.66,15.5,5.0,2007.0,0.47966936194362136,2007-05-20_1
2007-05-21,1,73.1,47.4,60.25,40.6,50.2,6.1,1.5,0.05900000000000001,29.380000000000003,30.105,9.55,16.8,11.190000000000001,16.5,5.0,2007.0,0.49397078196450367,2007-05-21_1
2007-05-22,1,75.4,48.3,61.85,41.6,51.4,5.1,2.1,0.05900000000000001,29.365,30.090999999999998,9.309999999999999,18.3,10.92,17.5,5.0,2007.0,0.4861436460108391,2007-05-22_1
2007-05-23,1,77.4,50.0,63.7,43.2,52.9,4.2,3.1,0.05900000000000001,29.354999999999997,30.077000000000005,9.790000000000001,18.8,11.290000000000001,18.5,5.0,2007.0,0.4851191025949131,2007-05-23_1
2007-05-24,1,77.2,50.7,63.95,43.9,53.3,4.2,3.4,0.061,29.373,30.090999999999998,9.59,18.8,11.29,19.5,5.0,2007.0,0.4927353595715811,2007-05-24_1
2007-05-25,1,76.2,50.6,63.4,42.7,52.5,4.4,3.0,0.023,29.411,30.131,9.27,16.6,10.94,20.5,5.0,2007.0,0.4782439566563629,2007-05-25_1
2007-05-26,1,76.1,51.1,63.6,43.9,53.3,4.2,3.0,0.11000000000000001,29.413999999999998,30.139,8.77,14.7,10.44,21.5,5.0,2007.0,0.5073709939983767,2007-05-26_1
2007-05-27,1,77.4,52.5,64.95,45.4,54.6,3.0,3.1,0.11400000000000002,29.393,30.118000000000002,8.61,17.0,10.26,22.5,5.0,2007.0,0.5122603306012873,2007-05-27_1
2007-05-28,1,78.2,53.3,65.75,47.1,55.6,2.2,3.1,0.11400000000000002,29.383,30.107999999999997,8.55,15.5,10.04,23.5,5.0,2007.0,0.529062423963256,2007-05-28_1
2007-05-29,1,79.0,53.7,66.35,49.0,56.8,2.2,3.7,0.11400000000000002,29.387999999999998,30.111,8.02,14.9,9.55,24.5,5.0,2007.0,0.5519026209419138,2007-05-29_1
2007-05-30,1,80.8,56.0,68.4,50.8,58.9,1.3,4.9,0.10700000000000001,29.381,30.104000000000003,8.010000000000002,16.4,9.540000000000001,25.5,5.0,2007.0,0.5498326109435846,2007-05-30_1
2007-05-31,1,80.6,58.1,69.35,51.9,59.8,1.0,5.6,0.10800000000000001,29.375999999999998,30.098000000000003,8.31,17.2,9.709999999999999,26.5,5.0,2007.0,0.5545751659721609,2007-05-31_1
2007-06-01,1,80.4,58.8,69.6,53.6,60.6,1.0,5.9,0.127,29.361,30.083,7.730000000000001,17.1,9.33,24.4,5.1,2007.0,0.5834702377706714,2007-06-01_1
2007-06-02,1,79.6,59.3,69.45,55.0,61.2,1.0,5.7,0.131,29.325,30.05,7.24,17.4,8.889999999999999,22.3,5.2,2007.0,0.6137623525771595,2007-06-02_1
2007-06-03,1,78.6,59.2,68.9,55.6,61.2,1.0,5.1,0.13,29.266,29.995000000000005,6.2700000000000005,17.8,7.83,20.2,5.3,2007.0,0.6371146659743745,2007-06-03_1
2007-06-04,1,78.7,59.4,69.05,57.0,61.9,0.8,5.1,0.16899999999999998,29.197000000000003,29.923000000000002,6.5600000000000005,20.4,7.92,18.1,5.4,2007.0,0.6666903480361878,2007-06-04_1
2007-06-05,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,16.0,5.5,2007.0,0.6495084592477435,2007-06-05_1
2007-06-06,1,78.2,57.9,68.05,56.4,61.3,1.6,5.0,0.10699999999999998,29.144,29.865999999999996,6.99,18.3,8.15,13.9,5.6,2007.0,0.6697330645426438,2007-06-06_1
2007-06-07,1,79.4,60.0,69.7,57.9,62.6,1.6,6.6,0.10699999999999998,29.085,29.806,8.780000000000001,19.3,9.930000000000001,11.8,5.7,2007.0,0.6692230616954022,2007-06-07_1
2007-06-08,1,78.7,59.7,69.2,57.4,62.2,1.6,6.1,0.10699999999999998,29.064000000000004,29.78,9.290000000000001,20.3,10.66,9.7,5.8,2007.0,0.6685401886528296,2007-06-08_1
2007-06-09,1,77.9,58.3,68.1,56.3,61.4,1.6,5.0,0.10699999999999998,29.069,29.782999999999998,8.29,21.7,10.1,7.6,5.9,2007.0,0.666938536927498,2007-06-09_1
2007-06-10,1,78.2,57.3,67.75,55.3,60.8,1.6,4.6,0.10599999999999998,29.075,29.788,7.840000000000001,21.5,9.67,5.5,6.0,2007.0,0.6519670404344866,2007-06-10_1
2007-06-11,1,78.3,56.9,67.6,54.2,60.3,1.6,4.4,0.087,29.096999999999998,29.808000000000003,7.909999999999999,20.9,9.72,6.5,6.0,2007.0,0.6316177783995672,2007-06-11_1
2007-06-12,1,78.5,56.6,67.55,52.9,59.6,1.6,4.4,0.08299999999999999,29.137999999999998,29.846999999999998,8.09,19.2,9.860000000000001,7.5,6.0,2007.0,0.6057967120469336,2007-06-12_1
2007-06-13,1,79.4,56.4,67.9,52.2,59.5,1.6,4.8,0.08199999999999999,29.192,29.9,8.29,17.2,10.05,8.5,6.0,2007.0,0.5838991706831276,2007-06-13_1
2007-06-14,1,81.2,57.0,69.1,51.9,59.9,1.6,6.0,0.043,29.24,29.95,8.07,14.6,9.760000000000002,9.5,6.0,2007.0,0.5518337831589958,2007-06-14_1
2007-06-15,1,83.9,58.6,71.25,52.7,61.2,0.7,7.2,0.001,29.258000000000003,29.970000000000006,7.959999999999999,14.7,9.49,10.5,6.0,2007.0,0.5243248801393159,2007-06-15_1
2007-06-16,1,86.1,60.8,73.45,53.9,62.4,0.0,8.7,0.0,29.277000000000005,29.986,7.359999999999999,15.8,8.93,11.5,6.0,2007.0,0.5051519561752205,2007-06-16_1
2007-06-17,1,86.1,60.7,73.4,54.1,62.5,0.0,8.7,0.0,29.315999999999995,30.026,5.37,14.9,7.25,12.5,6.0,2007.0,0.5099003385134335,2007-06-17_1
2007-06-18,1,86.9,61.9,74.4,55.3,63.4,0.0,9.7,0.028000000000000004,29.309999999999995,30.025,5.68,14.1,7.38,13.5,6.0,2007.0,0.5154608505473316,2007-06-18_1
2007-06-19,1,87.0,63.2,75.1,56.1,64.0,0.0,10.4,0.086,29.3,30.012999999999998,6.719999999999999,13.6,8.02,14.5,6.0,2007.0,0.5184259978716133,2007-06-19_1
2007-06-20,1,87.3,63.8,75.55,56.2,64.2,0.0,10.9,0.086,29.305,30.018,7.0200000000000005,14.6,8.34,15.5,6.0,2007.0,0.5124348092400488,2007-06-20_1
2007-06-21,1,86.4,64.1,75.25,56.1,64.1,0.0,10.6,0.087,29.3,30.015000000000004,6.88,13.8,8.72,16.5,6.0,2007.0,0.515759430311195,2007-06-21_1
2007-06-22,1,85.7,64.0,74.85,56.1,63.9,0.0,10.2,0.087,29.289000000000005,30.005000000000003,6.83,13.9,8.709999999999999,17.5,6.0,2007.0,0.5223329421300361,2007-06-22_1
2007-06-23,1,83.7,64.2,73.95,56.6,63.8,0.0,9.3,0.092,29.276,29.992,6.87,14.6,8.75,18.5,6.0,2007.0,0.553094086714282,2007-06-23_1
2007-06-24,1,82.5,64.1,73.3,57.3,63.9,0.0,8.6,0.092,29.272000000000002,29.987000000000002,7.01,15.0,8.87,19.5,6.0,2007.0,0.581479549595262,2007-06-24_1
2007-06-25,1,82.3,64.3,73.3,58.3,64.5,0.0,8.6,0.092,29.282000000000004,29.994999999999997,6.99,15.8,9.06,20.5,6.0,2007.0,0.6020320078494172,2007-06-25_1
2007-06-26,1,82.2,64.7,73.45,59.2,65.0,0.0,8.7,0.10800000000000001,29.294999999999998,30.009000000000004,7.119999999999999,15.2,9.190000000000001,21.5,6.0,2007.0,0.6176327986764798,2007-06-26_1
2007-06-27,1,82.2,64.8,73.5,59.8,65.2,0.0,8.7,0.123,29.301000000000005,30.016000000000002,7.589999999999999,16.5,9.44,22.5,6.0,2007.0,0.6296790978695566,2007-06-27_1
2007-06-28,1,80.7,63.7,72.2,58.8,64.2,0.0,7.4,0.095,29.330000000000002,30.040999999999997,7.38,14.8,9.18,23.5,6.0,2007.0,0.6350631747159955,2007-06-28_1
2007-06-29,1,79.7,62.8,71.25,58.8,63.8,0.2,6.6,0.037,29.345,30.058999999999997,7.07,12.2,8.87,24.5,6.0,2007.0,0.656025163389122,2007-06-29_1
2007-06-30,1,79.2,62.1,70.65,58.2,63.3,0.2,6.0,0.037,29.346999999999998,30.061999999999994,6.779999999999999,9.8,8.57,25.5,6.0,2007.0,0.6551155660821796,2007-06-30_1
2007-07-01,1,79.0,61.4,70.2,58.3,63.1,0.2,5.6,0.036,29.362000000000002,30.076999999999998,7.290000000000001,9.9,8.36,23.5,6.1,2007.0,0.66630120081555,2007-07-01_1
2007-07-02,1,79.3,60.6,69.95,58.3,63.1,0.2,5.3,0.036,29.377999999999997,30.093,7.1,10.7,8.3,21.5,6.2,2007.0,0.6709540269471983,2007-07-02_1
2007-07-03,1,80.9,60.4,70.65,58.2,63.3,0.2,6.0,0.071,29.386000000000003,30.102999999999998,7.01,11.6,8.13,19.5,6.3,2007.0,0.651747539386663,2007-07-03_1
2007-07-04,1,81.8,60.8,71.3,58.5,63.7,0.2,6.7,0.087,29.377999999999997,30.095999999999997,6.7700000000000005,13.4,8.15,17.5,6.4,2007.0,0.6436165163344623,2007-07-04_1
2007-07-05,1,81.8,61.4,71.6,57.9,63.4,0.2,7.0,0.087,29.363999999999997,30.083,7.0200000000000005,15.1,8.28,15.5,6.5,2007.0,0.6252795030204422,2007-07-05_1
2007-07-06,1,81.2,61.0,71.1,56.7,62.6,0.2,6.5,0.071,29.357,30.075,6.730000000000001,13.4,8.120000000000001,13.5,6.6,2007.0,0.6100975707283716,2007-07-06_1
2007-07-07,1,81.1,60.3,70.7,56.0,62.3,0.2,6.1,0.05600000000000001,29.345999999999997,30.064,6.82,13.2,8.1,11.5,6.7,2007.0,0.602822441278175,2007-07-07_1
2007-07-08,1,83.1,62.0,72.55,57.2,63.5,0.2,8.0,0.05600000000000001,29.310000000000002,30.032,6.92,15.3,8.16,9.5,6.8,2007.0,0.5909917730585319,2007-07-08_1
2007-07-09,1,85.5,63.4,74.45,58.3,64.6,0.0,9.7,0.08600000000000001,29.279999999999994,29.999000000000002,6.65,17.5,8.209999999999999,7.5,6.9,2007.0,0.5743243354096421,2007-07-09_1
2007-07-10,1,86.5,64.9,75.7,60.4,66.0,0.0,10.9,0.129,29.244999999999997,29.963,7.0200000000000005,19.5,8.68,5.5,7.0,2007.0,0.5934485403899716,2007-07-10_1
2007-07-11,1,86.7,65.7,76.2,60.3,66.1,0.0,11.4,0.129,29.217000000000002,29.933,7.040000000000001,22.1,8.91,6.5,7.0,2007.0,0.5813692658827998,2007-07-11_1
2007-07-12,1,86.8,66.5,76.65,60.4,66.2,0.0,11.9,0.129,29.190000000000005,29.903999999999996,7.390000000000001,23.6,9.21,7.5,7.0,2007.0,0.575126428524368,2007-07-12_1
2007-07-13,1,86.3,66.3,76.3,59.9,65.7,0.0,11.5,0.089,29.185000000000002,29.896000000000004,6.859999999999999,21.6,9.01,8.5,7.0,2007.0,0.5714640389250709,2007-07-13_1
2007-07-14,1,86.1,65.7,75.9,58.9,65.0,0.0,11.1,0.073,29.175,29.885,7.230000000000001,21.5,9.51,9.5,7.0,2007.0,0.5579971612813637,2007-07-14_1
2007-07-15,1,85.4,64.6,75.0,58.2,64.4,0.0,10.2,0.073,29.169999999999998,29.880000000000003,6.8,21.3,9.19,10.5,7.0,2007.0,0.5604337897119059,2007-07-15_1
2007-07-16,1,85.0,64.5,74.75,58.5,64.5,0.0,10.0,0.11200000000000002,29.163,29.873,6.920000000000002,23.2,9.16,11.5,7.0,2007.0,0.5713365567410394,2007-07-16_1
2007-07-17,1,84.3,64.9,74.6,58.8,64.5,0.0,9.9,0.123,29.163,29.872000000000003,6.6,23.3,8.95,12.5,7.0,2007.0,0.5817047201185108,2007-07-17_1
2007-07-18,1,83.4,64.3,73.85,58.9,64.4,0.0,9.1,0.278,29.169,29.879,6.220000000000001,23.3,8.65,13.5,7.0,2007.0,0.5996777358021982,2007-07-18_1
2007-07-19,1,82.3,63.6,72.95,58.6,64.0,0.0,8.2,0.264,29.179000000000002,29.889,6.43,21.0,8.959999999999999,14.5,7.0,2007.0,0.6121087520516766,2007-07-19_1
2007-07-20,1,80.9,62.5,71.7,57.2,62.9,0.0,7.0,0.221,29.217000000000002,29.926000000000005,6.4300000000000015,19.0,8.819999999999999,15.5,7.0,2007.0,0.6071727267523293,2007-07-20_1
2007-07-21,1,80.6,62.1,71.35,57.3,62.8,0.0,6.6,0.221,29.244999999999997,29.955000000000002,6.2,16.3,8.47,16.5,7.0,2007.0,0.6160035931972951,2007-07-21_1
2007-07-22,1,80.7,61.8,71.25,57.7,63.0,0.0,6.5,0.221,29.272,29.982999999999997,5.430000000000001,15.0,7.6899999999999995,17.5,7.0,2007.0,0.6259257655685722,2007-07-22_1
2007-07-23,1,81.2,62.0,71.6,58.0,63.5,0.0,6.9,0.221,29.282999999999998,29.994999999999997,5.610000000000001,15.8,7.56,18.5,7.0,2007.0,0.6253801693211773,2007-07-23_1
2007-07-24,1,81.0,62.4,71.7,58.3,63.7,0.0,7.0,0.221,29.307,30.02,5.09,15.2,6.76,19.5,7.0,2007.0,0.6295819006454956,2007-07-24_1
2007-07-25,1,81.3,63.5,72.4,59.1,64.3,0.0,7.7,0.221,29.317,30.031,5.46,14.8,6.93,20.5,7.0,2007.0,0.6325282726110009,2007-07-25_1
2007-07-26,1,81.4,63.6,72.5,59.6,64.6,0.0,7.8,0.20099999999999998,29.311,30.026999999999997,5.74,14.6,7.35,21.5,7.0,2007.0,0.6421306105674083,2007-07-26_1
